Date,NDAQ
2012-04-30,6.618690013885498
2012-05-01,6.583670616149902
2012-05-02,6.489385604858398
2012-05-03,6.376245975494385
2012-05-04,6.376245975494385
2012-05-07,6.314289569854736
2012-05-08,6.370859622955322
2012-05-09,6.481305122375488
2012-05-10,6.392409324645996
2012-05-11,6.29273796081543
2012-05-14,6.34661340713501
2012-05-15,6.378940582275391
2012-05-16,6.228087425231934
2012-05-17,6.195761203765869
2012-05-18,5.923686981201172
2012-05-21,6.136496067047119
2012-05-22,6.012581825256348
2012-05-23,5.875199794769287
2012-05-24,5.872504711151123
2012-05-25,5.942543029785156
2012-05-29,5.985645294189453
2012-05-30,5.875199794769287
2012-05-31,5.894054889678955
2012-06-01,5.759364604949951
2012-06-04,5.762059211730957
2012-06-05,5.888667583465576
2012-06-06,5.991030693054199
2012-06-07,5.956011772155762
2012-06-08,5.958705425262451
2012-06-11,5.775527000427246
2012-06-12,5.850954055786133
2012-06-13,5.745894432067871
2012-06-14,5.729733467102051
2012-06-15,5.786302089691162
2012-06-18,5.8401780128479
2012-06-19,5.966787815093994
2012-06-20,5.991030693054199
2012-06-21,5.805157661437988
2012-06-22,5.864425182342529
2012-06-25,5.721652507781982
2012-06-26,5.7351202964782715
2012-06-27,5.8240156173706055
2012-06-28,5.888667583465576
2012-06-29,6.106865406036377
2012-07-02,6.166131496429443
2012-07-03,6.131109714508057
2012-07-05,6.074540615081787
2012-07-06,5.985645294189453
2012-07-09,5.885973930358887
2012-07-10,5.8347907066345215
2012-07-11,5.9533185958862305
2012-07-12,5.937156677246094
2012-07-13,6.07723331451416
2012-07-16,6.063764572143555
2012-07-17,6.131109714508057
2012-07-18,6.1688232421875
2012-07-19,6.14457893371582
2012-07-20,6.026052951812744
2012-07-23,5.966787815093994
2012-07-24,5.880585670471191
2012-07-25,6.160742282867432
2012-07-26,6.252331733703613
2012-07-27,6.263106346130371
2012-07-30,6.238862991333008
2012-07-31,6.1149492263793945
2012-08-01,6.139191627502441
2012-08-02,6.096090316772461
2012-08-03,6.184986591339111
2012-08-06,6.236169338226318
2012-08-07,6.300821304321289
2012-08-08,6.271188259124756
2012-08-09,6.273880958557129
2012-08-10,6.29273796081543
2012-08-13,6.298126220703125
2012-08-14,6.244250774383545
2012-08-15,6.276576042175293
2012-08-16,6.308900833129883
2012-08-17,6.354696273803711
2012-08-20,6.341227054595947
2012-08-21,6.3897175788879395
2012-08-22,6.246943950653076
2012-08-23,6.160742282867432
2012-08-24,6.133805274963379
2012-08-27,6.1688232421875
