Date,PLD
2010-06-28,15.652421951293945
2010-06-29,15.103215217590332
2010-06-30,14.797405242919922
2010-07-01,14.784773826599121
2010-07-02,14.36794376373291
2010-07-06,14.04585075378418
2010-07-07,14.980557441711426
2010-07-08,15.39106559753418
2010-07-09,15.511065483093262
2010-07-12,15.593170166015625
2010-07-13,15.97841739654541
2010-07-14,15.706849098205566
2010-07-15,15.38475227355957
2010-07-16,14.525834083557129
2010-07-19,15.03108024597168
2010-07-20,15.18265438079834
2010-07-21,14.210057258605957
2010-07-22,14.494254112243652
2010-07-23,14.778460502624512
2010-07-26,15.485804557800293
2010-07-27,15.593170166015625
2010-07-28,15.523694038391113
2010-07-29,15.296338081359863
2010-07-30,15.763692855834961
2010-08-02,16.458402633666992
2010-08-03,16.243671417236328
2010-08-04,16.395252227783203
2010-08-05,16.306833267211914
2010-08-06,16.186830520629883
2010-08-09,16.496292114257812
2010-08-10,16.167890548706055
2010-08-11,15.454224586486816
2010-08-12,15.125816345214844
2010-08-13,15.277387619018555
2010-08-16,15.296338081359863
2010-08-17,15.593170166015625
2010-08-18,15.643694877624512
2010-08-19,15.05634593963623
2010-08-20,15.106867790222168
2010-08-23,14.860563278198242
2010-08-24,14.759514808654785
2010-08-25,15.170022010803223
2010-08-26,14.847928047180176
2010-08-27,15.081605911254883
2010-08-30,14.923714637756348
2010-08-31,15.024764060974121
2010-09-01,15.473167419433594
2010-09-02,15.883686065673828
2010-09-03,16.268936157226562
2010-09-07,15.826845169067383
2010-09-08,15.953154563903809
2010-09-09,15.820523262023926
2010-09-10,16.04157829284668
2010-09-13,16.395252227783203
2010-09-14,16.433143615722656
2010-09-15,16.62260627746582
2010-09-16,16.48997688293457
2010-09-17,16.231040954589844
2010-09-20,16.748920440673828
2010-09-21,16.275251388549805
2010-09-22,16.0794677734375
2010-09-23,15.788954734802246
2010-09-24,16.332090377807617
2010-09-27,16.0794677734375
2010-09-28,16.471033096313477
2010-09-29,16.572078704833984
2010-09-30,16.717342376708984
2010-10-01,16.979049682617188
2010-10-04,17.240753173828125
2010-10-05,17.298206329345703
2010-10-06,16.979049682617188
2010-10-07,17.11947250366211
2010-10-08,17.023725509643555
2010-10-11,17.202455520629883
2010-10-12,17.074798583984375
2010-10-13,17.36203384399414
2010-10-14,17.170541763305664
2010-10-15,17.1896915435791
2010-10-18,17.240753173828125
2010-10-19,16.90245246887207
2010-10-20,17.757789611816406
2010-10-21,17.75139617919922
2010-10-22,17.78969955444336
2010-10-25,17.828006744384766
2010-10-26,17.534379959106445
2010-10-27,17.579059600830078
2010-10-28,17.681188583374023
2010-10-29,17.99395751953125
2010-11-01,18.20460319519043
2010-11-02,18.23651885986328
2010-11-03,18.345033645629883
2010-11-04,19.053558349609375
2010-11-05,19.245052337646484
2010-11-08,19.455686569213867
2010-11-09,18.67694664001465
2010-11-10,19.09185791015625
2010-11-11,19.072702407836914
2010-11-12,18.619504928588867
2010-11-15,18.491838455200195
2010-11-16,17.725872039794922
2010-11-17,18.102474212646484
2010-11-18,18.30035400390625
2010-11-19,18.67694664001465
2010-11-22,18.606739044189453
2010-11-23,18.472694396972656
2010-11-24,18.996105194091797
2010-11-26,18.996105194091797
2010-11-29,18.8173770904541
2010-11-30,18.632272720336914
2010-12-01,18.919509887695312
2010-12-02,19.462074279785156
2010-12-03,19.634416580200195
2010-12-06,19.99187469482422
2010-12-07,20.113147735595703
2010-12-08,19.928041458129883
2010-12-09,20.042938232421875
2010-12-10,20.272724151611328
2010-12-13,20.311031341552734
2010-12-14,19.77484703063965
2010-12-15,19.411012649536133
2010-12-16,19.44930648803711
2010-12-17,19.564205169677734
2010-12-20,20.004636764526367
2010-12-21,20.32022476196289
2010-12-22,20.326669692993164
2010-12-23,20.049720764160156
2010-12-27,20.326669692993164
2010-12-28,20.223621368408203
2010-12-29,20.275150299072266
2010-12-30,20.37175750732422
2010-12-31,20.42327308654785
2011-01-03,20.809724807739258
2011-01-04,20.771080017089844
2011-01-05,21.125307083129883
2011-01-06,21.099546432495117
2011-01-07,20.932096481323242
2011-01-10,21.05446434020996
2011-01-11,20.887008666992188
2011-01-12,20.906330108642578
2011-01-13,20.80327796936035
2011-01-14,20.932096481323242
2011-01-18,21.395816802978516
2011-01-19,21.041584014892578
2011-01-20,21.337848663330078
2011-01-21,21.453786849975586
2011-01-24,21.447341918945312
2011-01-25,21.370059967041016
2011-01-26,21.163951873779297
2011-01-27,21.904621124267578
2011-01-28,21.20903778076172
2011-01-31,21.608356475830078
2011-02-01,21.395816802978516
2011-02-02,21.2219181060791
2011-02-03,21.31208038330078
2011-02-04,21.318531036376953
2011-02-07,21.576154708862305
2011-02-08,21.704967498779297
2011-02-09,21.698522567749023
2011-02-10,21.971298217773438
2011-02-11,22.27655029296875
2011-02-14,22.373966217041016
2011-02-15,22.523351669311523
2011-02-16,22.893543243408203
2011-02-17,23.276716232299805
2011-02-18,22.990951538085938
2011-02-22,22.75715446472168
2011-02-23,22.731176376342773
2011-02-24,22.61427116394043
2011-02-25,23.166309356689453
2011-02-28,23.627429962158203
2011-03-01,22.835081100463867
2011-03-02,22.49087142944336
2011-03-03,23.322181701660156
2011-03-04,23.140331268310547
2011-03-07,22.828594207763672
2011-03-08,23.341655731201172
2011-03-09,23.14682388305664
2011-03-10,22.516849517822266
2011-03-11,22.69870376586914
2011-03-14,22.140165328979492
2011-03-15,21.69852638244629
2011-03-16,21.666053771972656
2011-03-17,21.724510192871094
2011-03-18,21.6855411529541
2011-03-21,22.31552505493164
2011-03-22,22.172636032104492
2011-03-23,22.042743682861328
2011-03-24,22.432422637939453
2011-03-25,22.588287353515625
2011-03-28,22.510360717773438
2011-03-29,22.61427116394043
2011-03-30,23.153316497802734
2011-03-31,23.36115837097168
2011-04-01,23.4066104888916
2011-04-04,23.497535705566406
2011-04-05,23.413110733032227
2011-04-06,23.484542846679688
2011-04-07,23.023427963256836
2011-04-08,22.770139694213867
2011-04-11,22.887041091918945
2011-04-12,22.841590881347656
2011-04-13,22.692201614379883
2011-04-14,23.244258880615234
2011-04-15,23.646909713745117
2011-04-18,23.26372718811035
2011-04-19,23.45857048034668
2011-04-20,23.179298400878906
2011-04-21,23.341655731201172
2011-04-25,23.575471878051758
2011-04-26,23.71835708618164
2011-04-27,23.542999267578125
2011-04-28,23.991130828857422
2011-04-29,23.64041519165039
2011-05-02,23.614442825317383
2011-05-03,23.426095962524414
2011-05-04,23.166309356689453
2011-05-05,23.33517837524414
2011-05-06,23.075387954711914
2011-05-09,23.023427963256836
2011-05-10,23.76381492614746
2011-05-11,23.13383674621582
2011-05-12,23.16002655029297
2011-05-13,22.813081741333008
2011-05-16,22.760717391967773
2011-05-17,22.813081741333008
2011-05-18,23.101102828979492
2011-05-19,23.39568328857422
2011-05-20,23.11420249938965
2011-05-23,22.858903884887695
2011-05-24,22.957094192504883
2011-05-25,23.186208724975586
2011-05-26,23.670610427856445
2011-05-27,23.88663673400879
2011-05-31,24.213939666748047
2011-06-01,23.330219268798828
2011-06-02,22.302494049072266
2011-06-03,22.256664276123047
2011-06-06,21.54314422607422
2011-06-07,22.32867431640625
2011-06-08,22.060283660888672
2011-06-09,21.38603401184082
2011-06-10,21.00636863708496
2011-06-13,21.490774154663086
2011-06-14,21.89008331298828
2011-06-15,21.55623435974121
2011-06-16,21.713336944580078
2011-06-17,22.060283660888672
2011-06-20,22.302494049072266
2011-06-21,22.426864624023438
2011-06-22,22.433406829833984
2011-06-23,22.1453800201416
2011-06-24,22.361404418945312
2011-06-27,22.498872756958008
2011-06-28,22.538143157958984
2011-06-29,23.17311668395996
2011-06-30,23.461139678955078
2011-07-01,23.696802139282227
2011-07-05,23.696802139282227
2011-07-06,23.565881729125977
2011-07-07,24.39068031311035
2011-07-08,24.07647132873535
2011-07-11,23.382596969604492
2011-07-12,23.349855422973633
2011-07-13,22.806529998779297
2011-07-14,22.649423599243164
2011-07-15,22.773807525634766
2011-07-18,22.518512725830078
2011-07-19,22.970184326171875
2011-07-20,22.989831924438477
2011-07-21,23.218942642211914
2011-07-22,23.46769142150879
2011-07-25,23.205846786499023
2011-07-26,23.448057174682617
2011-07-27,22.420310974121094
2011-07-28,23.101102828979492
2011-07-29,23.323673248291016
2011-08-01,22.505416870117188
2011-08-02,21.372947692871094
2011-08-03,21.11110496520996
2011-08-04,19.50076675415039
2011-08-05,18.826520919799805
2011-08-08,16.555028915405273
2011-08-09,18.060625076293945
2011-08-10,17.281648635864258
2011-08-11,18.139188766479492
2011-08-12,18.171916961669922
2011-08-15,19.245468139648438
2011-08-16,19.049091339111328
2011-08-17,19.212736129760742
2011-08-18,18.126083374023438
2011-08-19,17.425662994384766
2011-08-22,17.14417839050293
2011-08-23,17.045988082885742
2011-08-24,16.823415756225586
2011-08-25,16.365198135375977
2011-08-26,16.456836700439453
2011-08-29,17.301288604736328
2011-08-30,17.504215240478516
2011-08-31,17.824970245361328
2011-09-01,17.949344635009766
2011-09-02,17.11799430847168
2011-09-06,16.75796127319336
2011-09-07,17.75296401977539
2011-09-08,17.556575775146484
2011-09-09,16.79068374633789
2011-09-12,16.73832130432129
2011-09-13,16.954343795776367
2011-09-14,17.38639259338379
2011-09-15,18.12074089050293
2011-09-16,18.736003875732422
2011-09-19,18.464763641357422
2011-09-20,18.70292854309082
2011-09-21,17.657630920410156
2011-09-22,16.625560760498047
2011-09-23,16.876964569091797
2011-09-26,17.234220504760742
2011-09-27,17.38639259338379
2011-09-28,16.5726375579834
2011-09-29,16.824039459228516
2011-09-30,16.04337501525879
2011-10-03,14.97160816192627
2011-10-04,15.57364559173584
2011-10-05,15.355325698852539
2011-10-06,16.195533752441406
2011-10-07,15.56041431427002
2011-10-10,16.261690139770508
2011-10-11,16.182296752929688
2011-10-12,16.46017074584961
2011-10-13,16.354310989379883
2011-10-14,17.055591583251953
2011-10-17,16.7711124420166
2011-10-18,17.856111526489258
2011-10-19,17.346689224243164
2011-10-20,17.42608642578125
2011-10-21,18.259672164916992
2011-10-24,18.934486389160156
2011-10-25,18.160436630249023
2011-10-26,18.332443237304688
2011-10-27,19.60268211364746
2011-10-28,19.801158905029297
2011-10-31,19.688690185546875
2011-11-01,18.36552619934082
2011-11-02,18.70292854309082
2011-11-03,19.351280212402344
2011-11-04,19.36451530456543
2011-11-07,19.457136154174805
2011-11-08,19.662220001220703
2011-11-09,18.292749404907227
2011-11-10,18.021501541137695
2011-11-11,18.84185791015625
2011-11-14,18.504459381103516
2011-11-15,18.61030387878418
2011-11-16,18.47136878967285
2011-11-17,18.160436630249023
2011-11-18,18.2199764251709
2011-11-21,17.34007453918457
2011-11-22,16.98943519592285
2011-11-23,16.486631393432617
2011-11-25,16.678491592407227
2011-11-28,17.30699348449707
2011-11-29,17.24083709716797
2011-11-30,18.405221939086914
2011-12-01,18.193510055541992
2011-12-02,18.391986846923828
2011-12-05,18.855093002319336
2011-12-06,18.769092559814453
2011-12-07,19.080032348632812
2011-12-08,18.484607696533203
2011-12-09,18.98740577697754
2011-12-12,18.233211517333984
2011-12-13,17.92887306213379
2011-12-14,17.842878341674805
2011-12-15,18.210561752319336
2011-12-16,18.391063690185547
2011-12-19,17.94983673095703
2011-12-20,18.88576889038086
2011-12-21,18.8924560546875
2011-12-22,19.246776580810547
2011-12-23,19.33368682861328
2011-12-27,19.387165069580078
2011-12-28,19.039527893066406
2011-12-29,19.099699020385742
2011-12-30,19.11306381225586
2012-01-03,19.547609329223633
2012-01-04,19.052898406982422
2012-01-05,19.547609329223633
2012-01-06,19.246776580810547
2012-01-09,19.072954177856445
2012-01-10,19.594398498535156
2012-01-11,19.801645278930664
2012-01-12,19.868497848510742
2012-01-13,19.768220901489258
2012-01-17,20.416685104370117
2012-01-18,20.543701171875
2012-01-19,20.924768447875977
2012-01-20,21.24565887451172
2012-01-23,21.265710830688477
2012-01-24,21.513065338134766
2012-01-25,21.64008140563965
2012-01-26,21.76041603088379
2012-01-27,21.7403621673584
2012-01-30,21.125324249267578
2012-01-31,21.198854446411133
2012-02-01,21.753732681274414
2012-02-02,21.934236526489258
2012-02-03,22.168212890625
2012-02-06,22.047880172729492
2012-02-07,22.255128860473633
2012-02-08,22.85011100769043
2012-02-09,22.809999465942383
2012-02-10,22.108047485351562
2012-02-13,22.562644958496094
2012-02-14,22.32197380065918
2012-02-15,22.23507308959961
2012-02-16,22.63618278503418
2012-02-17,22.72977638244629
2012-02-21,22.502470016479492
2012-02-22,22.001087188720703
2012-02-23,22.502470016479492
2012-02-24,22.64954948425293
2012-02-27,22.656238555908203
2012-02-28,22.455677032470703
2012-02-29,22.502470016479492
2012-03-01,22.5960750579834
2012-03-02,22.555957794189453
2012-03-05,23.043991088867188
2012-03-06,22.522531509399414
2012-03-07,22.870168685913086
2012-03-08,22.647737503051758
2012-03-09,23.011714935302734
2012-03-12,22.910608291625977
2012-03-13,23.537456512451172
2012-03-14,23.476804733276367
2012-03-15,23.59139060974121
2012-03-16,23.766637802124023
2012-03-19,23.91492462158203
2012-03-20,23.780115127563477
2012-03-21,23.87448501586914
2012-03-22,23.611600875854492
2012-03-23,23.726198196411133
2012-03-26,24.069955825805664
2012-03-27,23.894702911376953
2012-03-28,23.625091552734375
2012-03-29,23.80034065246582
2012-03-30,24.278905868530273
2012-04-02,24.433944702148438
2012-04-03,24.366531372070312
2012-04-04,24.076696395874023
2012-04-05,23.91492462158203
2012-04-09,23.53072738647461
2012-04-10,22.330934524536133
2012-04-11,22.49944305419922
2012-04-12,22.836458206176758
2012-04-13,22.566850662231445
2012-04-16,22.924089431762695
2012-04-17,23.375701904296875
2012-04-18,23.038677215576172
2012-04-19,23.16000747680664
2012-04-20,23.443099975585938
2012-04-23,22.58032989501953
2012-04-24,22.843204498291016
2012-04-25,23.375701904296875
2012-04-26,23.604862213134766
2012-04-27,23.86099624633789
2012-04-30,24.10365867614746
2012-05-01,24.2249755859375
2012-05-02,24.19801902770996
2012-05-03,24.164323806762695
2012-05-04,23.618356704711914
2012-05-07,23.881227493286133
2012-05-08,23.611600875854492
2012-05-09,23.31502914428711
2012-05-10,23.32176971435547
2012-05-11,23.34199333190918
2012-05-14,22.755577087402344
2012-05-15,22.566850662231445
2012-05-16,22.310710906982422
2012-05-17,21.59623908996582
2012-05-18,20.848047256469727
2012-05-21,21.704078674316406
2012-05-22,21.434459686279297
2012-05-23,21.542308807373047
2012-05-24,21.420982360839844
2012-05-25,21.232248306274414
2012-05-29,21.78495979309082
2012-05-30,21.427722930908203
2012-05-31,21.5557918548584
2012-06-01,20.59865379333496
2012-06-04,20.50428581237793
2012-06-05,21.003082275390625
2012-06-06,21.56926918029785
2012-06-07,21.56926918029785
2012-06-08,21.6712703704834
2012-06-11,21.24287223815918
2012-06-12,21.77326774597168
2012-06-13,21.589662551879883
2012-06-14,21.596473693847656
2012-06-15,21.589662551879883
2012-06-18,21.657669067382812
2012-06-19,21.950061798095703
2012-06-20,22.072460174560547
2012-06-21,21.494464874267578
2012-06-22,21.446876525878906
2012-06-25,21.011682510375977
2012-06-26,21.195280075073242
2012-06-27,21.188480377197266
2012-06-28,21.460468292236328
2012-06-29,22.596057891845703
2012-07-02,22.677656173706055
2012-07-03,22.78645133972168
2012-07-05,22.507652282714844
2012-07-06,22.494056701660156
2012-07-09,22.235660552978516
2012-07-10,21.997669219970703
2012-07-11,22.181251525878906
2012-07-12,22.086061477661133
2012-07-13,22.296863555908203
2012-07-16,22.22886085510254
2012-07-17,22.473655700683594
2012-07-18,22.473655700683594
2012-07-19,22.222061157226562
2012-07-20,21.83446502685547
2012-07-23,21.3720760345459
2012-07-24,21.317672729492188
2012-07-25,21.542076110839844
2012-07-26,21.92966079711914
2012-07-27,22.113262176513672
2012-07-30,21.936464309692383
2012-07-31,21.984058380126953
2012-08-01,22.02486228942871
2012-08-02,21.997669219970703
2012-08-03,22.888442993164062
2012-08-06,23.072050094604492
2012-08-07,22.95644760131836
2012-08-08,22.738847732543945
2012-08-09,22.609655380249023
2012-08-10,22.575658798217773
2012-08-13,22.41245460510254
2012-08-14,22.56885528564453
2012-08-15,22.65045738220215
2012-08-16,22.942846298217773
2012-08-17,22.983652114868164
2012-08-20,22.942846298217773
2012-08-21,22.895252227783203
2012-08-22,22.596057891845703
2012-08-23,22.37845802307129
2012-08-24,22.732053756713867
2012-08-27,22.942846298217773
2012-08-28,23.058448791503906
2012-08-29,23.28964614868164
2012-08-30,23.16724395751953
2012-08-31,23.235240936279297
2012-09-04,23.432437896728516
2012-09-05,23.514041900634766
2012-09-06,24.044435501098633
2012-09-07,24.29602813720703
2012-09-10,24.29602813720703
2012-09-11,24.60202980041504
2012-09-12,24.71852684020996
2012-09-13,25.294164657592773
2012-09-14,25.280458450317383
2012-09-17,25.129697799682617
2012-09-18,24.821321487426758
2012-09-19,24.49922752380371
2012-09-20,24.19769859313965
2012-09-21,23.978404998779297
2012-09-24,23.882461547851562
2012-09-25,23.48499298095703
2012-09-26,23.265705108642578
2012-09-27,23.820783615112305
2012-09-28,24.005807876586914
2012-10-01,23.69744110107422
2012-10-02,23.87560272216797
2012-10-03,23.861913681030273
2012-10-04,23.957853317260742
2012-10-05,23.916736602783203
2012-10-08,23.87560272216797
2012-10-09,23.711135864257812
2012-10-10,23.868764877319336
2012-10-11,23.868764877319336
2012-10-12,23.87560272216797
2012-10-15,24.286794662475586
2012-10-16,24.649999618530273
2012-10-17,24.766490936279297
2012-10-18,24.93096351623535
2012-10-19,24.375873565673828
2012-10-22,24.09490203857422
2012-10-23,23.82763671875
2012-10-24,23.6768798828125
2012-10-25,23.49184799194336
2012-10-26,23.238292694091797
2012-10-31,23.498695373535156
2012-11-01,23.478137969970703
2012-11-02,23.553531646728516
2012-11-05,23.423322677612305
2012-11-06,23.57408332824707
2012-11-07,23.40275764465332
2012-11-08,23.01898956298828
2012-11-09,22.881935119628906
2012-11-12,22.847667694091797
2012-11-13,22.868234634399414
2012-11-14,22.51187515258789
2012-11-15,22.340551376342773
2012-11-16,22.395383834838867
2012-11-19,22.847667694091797
2012-11-20,22.888792037963867
2012-11-21,23.231447219848633
2012-11-23,23.36163902282715
2012-11-26,23.505550384521484
2012-11-27,23.265705108642578
2012-11-28,23.20402717590332
2012-11-29,23.31367301940918
2012-11-30,23.258848190307617
2012-12-03,23.272554397583008
2012-12-04,23.478137969970703
2012-12-05,23.505550384521484
2012-12-06,23.923583984375
2012-12-07,24.149738311767578
2012-12-10,24.108612060546875
2012-12-11,24.14287757873535
2012-12-12,24.1702938079834
2012-12-13,24.19101333618164
2012-12-14,24.246274948120117
2012-12-17,24.342975616455078
2012-12-18,24.750551223754883
2012-12-19,24.61928939819336
2012-12-20,25.26862335205078
2012-12-21,25.185733795166016
2012-12-24,25.227170944213867
2012-12-26,24.91632843017578
2012-12-27,25.06138801574707
2012-12-28,24.709087371826172
2012-12-31,25.206459045410156
2013-01-02,25.800519943237305
2013-01-03,25.835063934326172
2013-01-04,26.04920196533203
2013-01-07,26.221900939941406
2013-01-08,26.139001846313477
2013-01-09,26.40150260925293
2013-01-10,26.277164459228516
2013-01-11,26.44295310974121
2013-01-14,26.456756591796875
2013-01-15,26.574195861816406
2013-01-16,26.56037712097168
2013-01-17,26.746891021728516
2013-01-18,27.285696029663086
2013-01-22,27.161348342895508
2013-01-23,27.382402420043945
2013-01-24,27.75542640686035
2013-01-25,28.073171615600586
2013-01-28,28.273502349853516
2013-01-29,28.142255783081055
2013-01-30,27.665618896484375
2013-01-31,27.56200408935547
2013-02-01,27.96265411376953
2013-02-04,27.810686111450195
2013-02-05,27.82449722290039
2013-02-06,27.56891632080078
2013-02-07,27.230430603027344
2013-02-08,27.26496696472168
2013-02-11,27.16826057434082
2013-02-12,27.354774475097656
2013-02-13,27.26496696472168
2013-02-14,27.08536720275879
2013-02-15,26.82978057861328
2013-02-19,27.39621925354004
2013-02-20,27.064645767211914
2013-02-21,26.788330078125
2013-02-22,27.230430603027344
2013-02-25,26.4705753326416
2013-02-26,26.505115509033203
2013-02-27,26.698528289794922
2013-02-28,26.898855209350586
2013-03-01,27.140626907348633
2013-03-04,27.49983787536621
2013-03-05,27.65180778503418
2013-03-06,27.527463912963867
2013-03-07,27.251148223876953
2013-03-08,27.27897834777832
2013-03-11,27.216381072998047
2013-03-12,27.000701904296875
2013-03-13,27.14679718017578
2013-03-14,27.07722282409668
2013-03-15,26.986791610717773
2013-03-18,26.81981086730957
2013-03-19,26.65979766845703
2013-03-20,26.945032119750977
2013-03-21,26.79894256591797
2013-03-22,27.05634880065918
2013-03-25,27.132883071899414
2013-03-26,27.926000595092773
2013-03-27,27.731197357177734
2013-03-28,27.814685821533203
2013-04-01,27.7729434967041
2013-04-02,27.926000595092773
2013-04-03,27.578144073486328
2013-04-04,27.59205436706543
2013-04-05,27.376375198364258
2013-04-08,27.863388061523438
2013-04-09,27.7242374420166
2013-04-10,28.009485244750977
2013-04-11,28.621706008911133
2013-04-12,28.600839614868164
2013-04-15,28.23212242126465
2013-04-16,28.80955696105957
2013-04-17,28.531278610229492
2013-04-18,28.25994110107422
2013-04-19,28.934795379638672
2013-04-22,28.879125595092773
2013-04-23,29.178287506103516
2013-04-24,29.693115234375
2013-04-25,28.837387084960938
2013-04-26,28.941740036010742
2013-04-29,29.025226593017578
2013-04-30,29.185239791870117
2013-05-01,29.157405853271484
2013-05-02,29.484399795532227
2013-05-03,29.734853744506836
2013-05-06,29.818344116210938
2013-05-07,29.901826858520508
2013-05-08,29.992263793945312
2013-05-09,29.853130340576172
2013-05-10,30.13837432861328
2013-05-13,30.082714080810547
2013-05-14,30.173152923583984
2013-05-15,30.500139236450195
2013-05-16,30.52100944519043
2013-05-17,30.52100944519043
2013-05-20,30.736696243286133
2013-05-21,31.147157669067383
2013-05-22,30.26359748840332
2013-05-23,29.484399795532227
2013-05-24,29.53309440612793
2013-05-28,29.52614402770996
2013-05-29,29.122623443603516
2013-05-30,28.59388542175293
2013-05-31,28.03730583190918
2013-06-03,28.120800018310547
2013-06-04,27.425085067749023
2013-06-05,27.03548240661621
2013-06-06,27.31376838684082
2013-06-07,27.348804473876953
2013-06-10,26.732181549072266
2013-06-11,26.248680114746094
2013-06-12,26.010454177856445
2013-06-13,26.816268920898438
2013-06-14,26.963409423828125
2013-06-17,26.949392318725586
2013-06-18,26.865310668945312
2013-06-19,25.898324966430664
2013-06-20,24.945356369018555
2013-06-21,25.47789764404297
2013-06-24,25.113529205322266
2013-06-25,25.87030601501465
2013-06-26,26.017444610595703
2013-06-27,26.64108657836914
2013-06-28,26.430870056152344
2013-07-01,26.325763702392578
2013-07-02,26.620059967041016
2013-07-03,26.248680114746094
2013-07-05,26.276716232299805
2013-07-08,26.339778900146484
2013-07-09,26.851299285888672
2013-07-10,26.80925750732422
2013-07-11,27.495960235595703
2013-07-12,27.299753189086914
2013-07-15,27.51697540283203
2013-07-16,27.537996292114258
2013-07-17,28.00746726989746
2013-07-18,28.336807250976562
2013-07-19,28.280752182006836
2013-07-22,28.336807250976562
2013-07-23,28.21769905090332
2013-07-24,27.930397033691406
2013-07-25,27.685138702392578
2013-07-26,27.783245086669922
2013-07-29,27.41187286376953
2013-07-30,27.257705688476562
2013-07-31,26.87932586669922
2013-08-01,26.87932586669922
2013-08-02,26.732181549072266
2013-08-05,26.760204315185547
2013-08-06,26.87932586669922
2013-08-07,26.6971378326416
2013-08-08,26.465909957885742
2013-08-09,26.844284057617188
2013-08-12,26.402833938598633
2013-08-13,26.024456024169922
2013-08-14,25.905338287353516
2013-08-15,25.337757110595703
2013-08-16,24.580989837646484
2013-08-19,24.37078094482422
2013-08-20,24.74215316772461
2013-08-21,24.82623863220215
2013-08-22,24.819231033325195
2013-08-23,25.281707763671875
2013-08-26,25.148563385009766
2013-08-27,25.099512100219727
2013-08-28,24.987409591674805
2013-08-29,24.903308868408203
2013-08-30,24.69310188293457
2013-09-03,24.735145568847656
2013-09-04,24.938350677490234
2013-09-05,25.00142478942871
2013-09-06,25.611034393310547
2013-09-09,26.339778900146484
2013-09-10,26.129558563232422
2013-09-11,26.227657318115234
2013-09-12,26.16412353515625
2013-09-13,26.100582122802734
2013-09-16,26.34767723083496
2013-09-17,26.51006317138672
